,Waktu,Pipi,Alis
0,13:38.0,0.08901429217530023,0.6221681950379679
1,13:38.1,0.08902586621672653,0.6209934528681573
2,13:38.1,0.08903716146037566,0.6198126091503456
3,13:38.1,0.08904817217797834,0.6186257145354734
4,13:38.1,0.08905889260810705,0.6174328205240933
5,13:38.1,0.08906931695641324,0.6162339794601787
6,13:38.1,0.08907943939585362,0.6150292445246476
7,13:38.1,0.08908925406690293,0.6138186697286029
8,13:38.1,0.0890987550777483,0.6126023099062929
9,13:38.1,0.08910793650446153,0.6113802207077986
10,13:38.1,0.08911679239114495,0.6101524585914496
11,13:38.1,0.08912531675004756,0.6089190808159803
12,13:38.1,0.08913350356164719,0.6076801454324323
13,13:38.1,0.0891413467746966,0.6064357112758153
14,13:38.1,0.08914884030623328,0.6051858379565302
15,13:38.1,0.0891559780415572,0.6039305858515523
16,13:38.1,0.08916275383418334,0.6026700160953651
17,13:38.2,0.08916916150577556,0.6014041905706267
18,13:38.2,0.08917519484606656,0.6001331718985463
19,13:38.2,0.0891808476127671,0.5988570234289554
20,13:38.2,0.08918611353146283,0.5975758092300762
21,13:38.2,0.08919098629549613,0.5962895940779961
22,13:38.2,0.08919545956582707,0.5949984434458666
23,13:38.2,0.08919952697086847,0.5937024234928494
24,13:38.2,0.0892031821062926,0.5924016010528247
25,13:38.2,0.08920641853481229,0.5910960436228742
26,13:38.2,0.08920922978594117,0.5897858193515392
27,13:38.2,0.08921160935573977,0.5884709970268446
28,13:38.2,0.08921355070655342,0.5871516460640749
29,13:38.2,0.08921504726674759,0.585827836493288
30,13:38.2,0.08921609243044332,0.5844996389465632
31,13:38.2,0.08921667955725175,0.5831671246449929
32,13:38.2,0.08921680197200321,0.5818303653854323
33,13:38.2,0.08921645296446458,0.5804894335270353
34,13:38.2,0.08921562578904034,0.5791444019775958
35,13:38.2,0.08921431366445569,0.5777953441797138
36,13:38.3,0.08921250977342324,0.5764423340967956
37,13:38.3,0.08921020726229828,0.5750854461988862
38,13:38.3,0.08920739924072935,0.5737247554483285
39,13:38.3,0.0892040787813105,0.572360337285231
40,13:38.3,0.08920023891923949,0.5709922676127389
41,13:38.3,0.08919587265198223,0.569620622782111
42,13:38.3,0.08919097293893953,0.5682454795776141
43,13:38.3,0.08918553270111178,0.5668669152012615
44,13:38.3,0.08917954482075634,0.5654850072574175
45,13:38.3,0.08917300214103445,0.5640998337372941
