,Waktu,Pipi
0,17:36.1,0.12064853946100405
1,17:36.6,0.11471340452170493
2,17:36.6,0.10887211974494876
3,17:36.6,0.10312999783501776
4,17:36.6,0.09749232579781479
5,17:36.6,0.09196435830222713
6,17:36.6,0.08655131098537817
7,17:36.7,0.08125835368357226
8,17:36.7,0.07609060356713945
9,17:36.7,0.07105311816971745
10,17:36.7,0.06615088832390961
11,17:36.7,0.06138883103663667
12,17:36.7,0.056771782352012794
13,17:36.7,0.0523044902560514
14,17:36.7,0.04799160768033048
15,17:36.7,0.04383768566189064
16,17:36.7,0.039847166708766125
17,17:36.7,0.03602437840105222
18,17:36.7,0.032373527235241874
19,17:36.7,0.028898692713274825
20,17:36.7,0.0256038216907451
21,17:36.7,0.022492723013704388
22,17:36.7,0.019569062484360005
23,17:36.7,0.016836358213118432
24,17:36.8,0.014297976432708446
25,17:36.8,0.011957127835932663
26,17:36.8,0.009816864434417195
27,17:36.8,0.007880076866777523
28,17:36.8,0.0061494920752311975
29,17:36.8,0.0046276713113836835
30,17:36.8,0.0033170084544121505
31,17:36.8,0.002219728600108375
32,17:36.8,0.0013378868538980663
33,17:36.8,0.0006733672829604703
34,17:36.8,0.0002278820407483522
35,17:36.8,2.9707215857017618e-06
36,17:36.8,0.0
37,17:36.8,0.00022016357511788978
38,17:36.8,0.0006644824129908994
39,17:36.8,0.0013338052650377701
40,17:36.8,0.002228809424529681
41,17:36.9,0.0033500016795192248
42,17:36.9,0.0046977194516951695
43,17:36.9,0.006272132152339726
44,17:36.9,0.008073242783588796
45,17:36.9,0.010100889755976998
46,17:36.9,0.012354748848258426
47,17:36.9,0.014834335252192958
48,17:36.9,0.017539005677127174
49,17:36.9,0.020467960476642188
50,17:36.9,0.02362024572519764
51,17:36.9,0.02699475517714979
52,17:36.9,0.030590232096089916
53,17:36.9,0.034405271007519285
54,17:36.9,0.038438319456821836
55,17:36.9,0.04268767983662211
56,17:36.9,0.04715151131113838
57,17:36.9,0.05182783184088152
58,17:36.9,0.056714520300062306
59,17:37.0,0.06180931867613678
60,17:37.0,0.06710983435755602
61,17:37.0,0.07261354255007206
62,17:37.0,0.07831778887383281
63,17:37.0,0.08421979214741168
64,17:37.0,0.09031664729652994
65,17:37.0,0.09660532831264722
66,17:37.0,0.10308269123357063
67,17:37.0,0.10974547714504346
68,17:37.0,0.1165903151684002
69,17:37.0,0.1236137253575518
70,17:37.0,0.13081212144467813
71,17:37.0,0.13818181344281874
72,17:37.0,0.1457190101727316
73,17:37.0,0.1534198217885057
74,17:37.0,0.16128026234676343
75,17:37.0,0.16929625243734403
76,17:37.1,0.17746362188234968
77,17:37.1,0.18577811250736476
78,17:37.1,0.19423538099842627
79,17:37.1,0.2028310018855719
80,17:37.1,0.21156047070988104
81,17:37.1,0.22041920739438023
82,17:37.1,0.22940255976007104
83,17:37.1,0.23850580708110386
84,17:37.1,0.24772416360466018
85,17:37.1,0.2570527820180989
86,17:37.1,0.26648675685245704
87,17:37.1,0.27602112777744026
88,17:37.1,0.2856508827383752
89,17:37.1,0.29537096093619997
