,Waktu,Pipi
0,36:26.1,1.0
1,36:26.6,0.9796142626121516
2,36:26.6,0.9594465929770207
3,36:26.6,0.9395094731371888
4,36:26.6,0.9198151673688101
5,36:26.6,0.9003757035190675
6,36:26.6,0.8812028545157107
7,36:26.6,0.8623081199811382
8,36:26.6,0.843702707929665
9,36:26.6,0.8253975166266423
10,36:26.6,0.8074031167855853
11,36:26.6,0.7897297343255592
12,36:26.6,0.7723872339275617
13,36:26.6,0.7553851036452629
14,36:26.6,0.7387324408093784
15,36:26.6,0.7224379393708356
16,36:26.6,0.7065098786746703
17,36:26.6,0.6909561135378448
18,36:26.6,0.6757840654993674
19,36:26.6,0.6610007151760764
20,36:26.6,0.6466125956903254
21,36:26.6,0.632625787135967
22,36:26.6,0.619045912111665
23,36:26.7,0.6058781324858741
24,36:26.7,0.5931271476173954
25,36:26.7,0.5807971940805058
26,36:26.7,0.5688920466176296
27,36:26.7,0.5574150198944149
28,36:26.7,0.5463689707970294
29,36:26.7,0.5357563012062758
30,36:26.7,0.5255789611538756
31,36:26.7,0.5158384521398088
32,36:26.7,0.5065358304250426
33,36:26.7,0.49767171035738705
34,36:26.7,0.4892462680206228
35,36:26.7,0.4812592454812979
36,36:26.7,0.47370995569207164
37,36:26.7,0.46659728795459343
38,36:26.7,0.4599197138450436
39,36:26.7,0.45367529355195746
40,36:26.7,0.4478616826302431
41,36:26.7,0.44247613930268476
42,36:26.7,0.4375155325780734
43,36:26.7,0.43297635139088675
44,36:26.8,0.4288547146439971
45,36:26.8,0.4251463817557139
46,36:26.8,0.421846763369346
47,36:26.8,0.4189509321215679
48,36:26.8,0.41645363343640385
49,36:26.8,0.4143492961822378
50,36:26.8,0.41263204295717654
51,36:26.8,0.411295699924687
52,36:26.8,0.41033380639727085
53,36:26.8,0.40973962449293
54,36:26.8,0.40950614905752203
55,36:26.8,0.4096261178438806
56,36:26.8,0.4100920218824571
57,36:26.8,0.4108961160296849
58,36:26.8,0.4120304297239141
59,36:26.8,0.4134867780491788
60,36:26.9,0.4152567733396483
61,36:26.9,0.4173318376037569
62,36:26.9,0.4197032158315266
63,36:26.9,0.42236198988449525
64,36:26.9,0.4252990925196086
65,36:26.9,0.4285053212849563
66,36:26.9,0.4319713522331212
67,36:26.9,0.4356877533714209
68,36:26.9,0.4396449976388157
69,36:26.9,0.44383347522135713
70,36:26.9,0.4482435052393251
71,36:26.9,0.4528653470689191
72,36:26.9,0.457689211572434
73,36:26.9,0.46270527232205666
74,36:26.9,0.46790367675697037
75,36:26.9,0.4732745572190286
76,36:26.9,0.47880804185295656
77,36:27.0,0.48449426538414736
78,36:27.0,0.4903233798844312
79,36:27.0,0.49628556578482064
80,36:27.0,0.502371043383564
81,36:27.0,0.5085700847902926
82,36:27.0,0.5148730259045947
83,36:27.0,0.52127027803003
84,36:27.0,0.527752338964974
85,36:27.0,0.5343098034872032
86,36:27.0,0.5409333730226545
87,36:27.0,0.5476138642426444
88,36:27.0,0.554342216501535
89,36:27.0,0.5611094982857522
90,36:27.0,0.5679069129990952
91,36:27.0,0.5747258043524123
92,36:27.0,0.5815576614613479
93,36:27.0,0.5883941236749816
94,36:27.1,0.5952269851741664
95,36:27.1,0.6020481993892974
96,36:27.1,0.6088498833197833
97,36:27.1,0.6156243219586219
98,36:27.1,0.6223639731066998
99,36:27.1,0.6290614726831524
100,36:27.1,0.6357096402737414
101,36:27.1,0.6423014844894506
102,36:27.1,0.6488302078798618
103,36:27.1,0.6552892113510618
104,36:27.1,0.6616720980134444
105,36:27.1,0.6679726762687607
106,36:27.1,0.6741849619887258
107,36:27.1,0.6803031798615118
108,36:27.1,0.6863217641901406
109,36:27.1,0.6922353594374905
110,36:27.1,0.6980388206586661
