,Waktu,pipi,alis,Pipi,Alis
577,21:29.6,51,924,0.249023438,4.51171875
578,21:29.6,52,920,0.25390625,4.4921875
579,21:29.6,52,921,0.25390625,4.497070313
580,21:29.6,52,921,0.25390625,4.497070313
581,21:29.6,52,921,0.25390625,4.497070313
582,21:29.6,55,922,0.268554688,4.501953125
583,21:29.6,53,924,0.258789063,4.51171875
584,21:29.6,53,923,0.258789063,4.506835938
585,21:29.6,53,924,0.258789063,4.51171875
586,21:29.6,52,923,0.25390625,4.506835938
587,21:29.6,53,923,0.258789063,4.506835938
588,21:29.6,53,921,0.258789063,4.497070313
589,21:29.6,53,921,0.258789063,4.497070313
590,21:29.6,53,922,0.258789063,4.501953125
591,21:29.6,52,922,0.25390625,4.501953125
592,21:29.6,53,921,0.258789063,4.497070313
593,21:29.7,53,922,0.258789063,4.501953125
594,21:29.7,52,909,0.25390625,4.438476563
595,21:29.7,52,924,0.25390625,4.51171875
596,21:29.7,51,924,0.249023438,4.51171875
597,21:29.7,52,922,0.25390625,4.501953125
598,21:29.7,51,924,0.249023438,4.51171875
599,21:29.7,51,922,0.249023438,4.501953125
600,21:29.7,50,922,0.244140625,4.501953125
601,21:29.7,49,924,0.239257813,4.51171875
602,21:29.7,49,922,0.239257813,4.501953125
603,21:29.7,52,921,0.25390625,4.497070313
604,21:29.7,52,924,0.25390625,4.51171875
605,21:29.7,51,923,0.249023438,4.506835938
606,21:29.7,50,923,0.244140625,4.506835938
607,21:29.7,49,924,0.239257813,4.51171875
608,21:29.7,50,923,0.244140625,4.506835938
609,21:29.7,49,920,0.239257813,4.4921875
610,21:29.7,50,921,0.244140625,4.497070313
611,21:29.7,52,921,0.25390625,4.497070313
612,21:29.7,52,921,0.25390625,4.497070313
613,21:29.7,53,921,0.258789063,4.497070313
614,21:29.7,53,923,0.258789063,4.506835938
615,21:29.7,57,923,0.278320313,4.506835938
616,21:29.7,58,924,0.283203125,4.51171875
617,21:29.7,58,921,0.283203125,4.497070313
618,21:29.7,58,921,0.283203125,4.497070313
619,21:29.7,57,923,0.278320313,4.506835938
620,21:29.7,58,921,0.283203125,4.497070313
621,21:29.7,58,921,0.283203125,4.497070313
622,21:29.8,59,921,0.288085938,4.497070313
623,21:29.8,59,921,0.288085938,4.497070313
624,21:29.8,60,921,0.29296875,4.497070313
625,21:29.8,60,923,0.29296875,4.506835938
626,21:29.8,63,923,0.307617188,4.506835938
627,21:29.8,64,912,0.3125,4.453125
628,21:29.8,65,921,0.317382813,4.497070313
629,21:29.8,68,921,0.33203125,4.497070313
630,21:29.8,68,923,0.33203125,4.506835938
631,21:29.8,70,923,0.341796875,4.506835938
632,21:29.8,69,921,0.336914063,4.497070313
633,21:29.8,71,921,0.346679688,4.497070313
634,21:29.8,74,921,0.361328125,4.497070313
635,21:29.8,79,920,0.385742188,4.4921875
636,21:29.8,77,924,0.375976563,4.51171875
637,21:29.8,76,924,0.37109375,4.51171875
638,21:29.8,75,922,0.366210938,4.501953125
639,21:29.8,74,922,0.361328125,4.501953125
640,21:29.8,73,923,0.356445313,4.506835938
641,21:29.8,74,916,0.361328125,4.47265625
642,21:29.8,72,921,0.3515625,4.497070313
643,21:29.8,71,922,0.346679688,4.501953125
644,21:29.8,69,922,0.336914063,4.501953125
645,21:29.8,70,921,0.341796875,4.497070313
646,21:29.8,69,923,0.336914063,4.506835938
647,21:29.8,77,922,0.375976563,4.501953125
648,21:29.8,89,923,0.434570313,4.506835938
649,21:29.8,91,921,0.444335938,4.497070313
650,21:29.8,97,921,0.473632813,4.497070313
651,21:29.9,99,921,0.483398438,4.497070313
652,21:29.9,103,921,0.502929688,4.497070313
653,21:29.9,105,920,0.512695313,4.4921875
654,21:29.9,105,921,0.512695313,4.497070313
655,21:29.9,105,921,0.512695313,4.497070313
656,21:29.9,108,922,0.52734375,4.501953125
657,21:29.9,105,924,0.512695313,4.51171875
658,21:29.9,102,924,0.498046875,4.51171875
659,21:29.9,101,914,0.493164063,4.462890625
660,21:29.9,99,922,0.483398438,4.501953125
661,21:29.9,97,924,0.473632813,4.51171875
662,21:29.9,98,921,0.478515625,4.497070313
663,21:29.9,98,922,0.478515625,4.501953125
664,21:29.9,97,921,0.473632813,4.497070313
665,21:29.9,96,922,0.46875,4.501953125
666,21:29.9,97,922,0.473632813,4.501953125
667,21:29.9,95,922,0.463867188,4.501953125
668,21:29.9,94,922,0.458984375,4.501953125
669,21:29.9,95,919,0.463867188,4.487304688
670,21:29.9,92,920,0.44921875,4.4921875
671,21:29.9,89,923,0.434570313,4.506835938
672,21:29.9,89,921,0.434570313,4.497070313
673,21:29.9,90,921,0.439453125,4.497070313
674,21:29.9,89,923,0.434570313,4.506835938
675,21:29.9,86,922,0.419921875,4.501953125
676,21:29.9,86,921,0.419921875,4.497070313
677,21:29.9,86,922,0.419921875,4.501953125
678,21:29.9,85,921,0.415039063,4.497070313
679,21:29.9,84,921,0.41015625,4.497070313
680,21:30.0,89,921,0.434570313,4.497070313
681,21:30.0,92,921,0.44921875,4.497070313
682,21:30.0,90,906,0.439453125,4.423828125
683,21:30.0,89,920,0.434570313,4.4921875
684,21:30.0,88,921,0.4296875,4.497070313
685,21:30.0,88,922,0.4296875,4.501953125
686,21:30.0,87,921,0.424804688,4.497070313
687,21:30.0,88,921,0.4296875,4.497070313
688,21:30.0,88,922,0.4296875,4.501953125
689,21:30.0,87,922,0.424804688,4.501953125
690,21:30.0,85,921,0.415039063,4.497070313
691,21:30.0,83,924,0.405273438,4.51171875
692,21:30.0,82,906,0.400390625,4.423828125
693,21:30.0,81,922,0.395507813,4.501953125
694,21:30.0,81,921,0.395507813,4.497070313
695,21:30.0,85,921,0.415039063,4.497070313
696,21:30.0,96,920,0.46875,4.4921875
697,21:30.0,109,920,0.532226563,4.4921875
698,21:30.0,130,920,0.634765625,4.4921875
699,21:30.0,146,922,0.712890625,4.501953125
700,21:30.0,150,923,0.732421875,4.506835938
701,21:30.0,151,923,0.737304688,4.506835938
702,21:30.0,151,924,0.737304688,4.51171875
703,21:30.0,147,924,0.717773438,4.51171875
704,21:30.0,145,921,0.708007813,4.497070313
705,21:30.0,143,922,0.698242188,4.501953125
706,21:30.0,140,922,0.68359375,4.501953125
707,21:30.0,137,921,0.668945313,4.497070313
708,21:30.0,138,921,0.673828125,4.497070313
709,21:30.0,137,921,0.668945313,4.497070313
710,21:30.1,137,921,0.668945313,4.497070313
711,21:30.1,139,921,0.678710938,4.497070313
712,21:30.1,141,922,0.688476563,4.501953125
713,21:30.1,140,921,0.68359375,4.497070313
714,21:30.1,142,921,0.693359375,4.497070313
715,21:30.1,141,921,0.688476563,4.497070313
716,21:30.1,139,923,0.678710938,4.506835938
717,21:30.1,137,920,0.668945313,4.4921875
718,21:30.1,134,924,0.654296875,4.51171875
719,21:30.1,131,922,0.639648438,4.501953125
720,21:30.1,128,922,0.625,4.501953125
721,21:30.1,127,921,0.620117188,4.497070313
722,21:30.1,127,921,0.620117188,4.497070313
723,21:30.1,125,921,0.610351563,4.497070313
724,21:30.1,124,920,0.60546875,4.4921875
725,21:30.1,125,920,0.610351563,4.4921875
726,21:30.1,128,921,0.625,4.497070313
727,21:30.1,131,921,0.639648438,4.497070313
728,21:30.1,133,921,0.649414063,4.497070313
729,21:30.1,130,922,0.634765625,4.501953125
730,21:30.1,127,921,0.620117188,4.497070313
731,21:30.1,127,921,0.620117188,4.497070313
732,21:30.1,127,921,0.620117188,4.497070313
733,21:30.1,127,920,0.620117188,4.4921875
734,21:30.1,129,921,0.629882813,4.497070313
735,21:30.1,127,923,0.620117188,4.506835938
736,21:30.1,125,922,0.610351563,4.501953125
737,21:30.1,124,921,0.60546875,4.497070313
738,21:30.1,120,923,0.5859375,4.506835938
739,21:30.2,120,923,0.5859375,4.506835938
740,21:30.2,119,922,0.581054688,4.501953125
741,21:30.2,116,924,0.56640625,4.51171875
742,21:30.2,114,921,0.556640625,4.497070313
743,21:30.2,114,921,0.556640625,4.497070313
744,21:30.2,116,920,0.56640625,4.4921875
745,21:30.2,114,922,0.556640625,4.501953125
746,21:30.2,114,921,0.556640625,4.497070313
747,21:30.2,117,921,0.571289063,4.497070313
748,21:30.2,116,922,0.56640625,4.501953125
749,21:30.2,115,923,0.561523438,4.506835938
750,21:30.2,114,921,0.556640625,4.497070313
751,21:30.2,111,923,0.541992188,4.506835938
752,21:30.2,109,923,0.532226563,4.506835938
753,21:30.2,108,921,0.52734375,4.497070313
754,21:30.2,108,921,0.52734375,4.497070313
755,21:30.2,107,922,0.522460938,4.501953125
756,21:30.2,104,922,0.5078125,4.501953125
757,21:30.2,107,921,0.522460938,4.497070313
758,21:30.2,118,921,0.576171875,4.497070313
759,21:30.2,128,921,0.625,4.497070313
760,21:30.2,126,923,0.615234375,4.506835938
761,21:30.2,125,922,0.610351563,4.501953125
762,21:30.2,126,923,0.615234375,4.506835938
763,21:30.2,126,924,0.615234375,4.51171875
764,21:30.2,125,921,0.610351563,4.497070313
765,21:30.2,124,921,0.60546875,4.497070313
766,21:30.2,122,921,0.595703125,4.497070313
767,21:30.2,124,921,0.60546875,4.497070313
768,21:30.2,125,921,0.610351563,4.497070313
769,21:30.3,123,923,0.600585938,4.506835938
770,21:30.3,124,917,0.60546875,4.477539063
771,21:30.3,117,924,0.571289063,4.51171875
772,21:30.3,116,923,0.56640625,4.506835938
773,21:30.3,115,920,0.561523438,4.4921875
774,21:30.3,113,922,0.551757813,4.501953125
775,21:30.3,110,924,0.537109375,4.51171875
776,21:30.3,110,921,0.537109375,4.497070313
777,21:30.3,112,921,0.546875,4.497070313
778,21:30.3,110,921,0.537109375,4.497070313
779,21:30.3,107,924,0.522460938,4.51171875
780,21:30.3,106,924,0.517578125,4.51171875
781,21:30.3,104,924,0.5078125,4.51171875
782,21:30.3,107,910,0.522460938,4.443359375
783,21:30.3,102,920,0.498046875,4.4921875
784,21:30.3,103,920,0.502929688,4.4921875
785,21:30.3,107,921,0.522460938,4.497070313
786,21:30.3,109,922,0.532226563,4.501953125
787,21:30.3,106,923,0.517578125,4.506835938
788,21:30.3,105,923,0.512695313,4.506835938
789,21:30.3,106,920,0.517578125,4.4921875
790,21:30.3,102,922,0.498046875,4.501953125
791,21:30.3,100,922,0.48828125,4.501953125
792,21:30.3,97,903,0.473632813,4.409179688
793,21:30.3,96,922,0.46875,4.501953125
794,21:30.3,96,921,0.46875,4.497070313
795,21:30.3,96,921,0.46875,4.497070313
796,21:30.3,97,921,0.473632813,4.497070313
797,21:30.3,96,922,0.46875,4.501953125
798,21:30.3,94,924,0.458984375,4.51171875
799,21:30.4,92,923,0.44921875,4.506835938
800,21:30.4,91,922,0.444335938,4.501953125
801,21:30.4,92,923,0.44921875,4.506835938
802,21:30.4,93,922,0.454101563,4.501953125
803,21:30.4,94,920,0.458984375,4.4921875
804,21:30.4,95,921,0.463867188,4.497070313
805,21:30.4,94,921,0.458984375,4.497070313
806,21:30.4,94,921,0.458984375,4.497070313
807,21:30.4,93,920,0.454101563,4.4921875
808,21:30.4,91,922,0.444335938,4.501953125
809,21:30.4,90,923,0.439453125,4.506835938
810,21:30.4,89,923,0.434570313,4.506835938
811,21:30.4,87,923,0.424804688,4.506835938
812,21:30.4,86,922,0.419921875,4.501953125
813,21:30.4,84,923,0.41015625,4.506835938
814,21:30.4,84,920,0.41015625,4.4921875
815,21:30.4,84,921,0.41015625,4.497070313
816,21:30.4,83,922,0.405273438,4.501953125
817,21:30.4,81,922,0.395507813,4.501953125
818,21:30.4,82,921,0.400390625,4.497070313
819,21:30.4,81,923,0.395507813,4.506835938
820,21:30.4,81,923,0.395507813,4.506835938
821,21:30.4,82,923,0.400390625,4.506835938
822,21:30.4,80,923,0.390625,4.506835938
823,21:30.4,80,922,0.390625,4.501953125
824,21:30.4,78,922,0.380859375,4.501953125
825,21:30.4,77,924,0.375976563,4.51171875
826,21:30.4,76,922,0.37109375,4.501953125
827,21:30.5,74,922,0.361328125,4.501953125
828,21:30.5,72,925,0.3515625,4.516601563
829,21:30.5,74,922,0.361328125,4.501953125
830,21:30.5,73,924,0.356445313,4.51171875
831,21:30.5,73,923,0.356445313,4.506835938
832,21:30.5,73,924,0.356445313,4.51171875
833,21:30.5,72,924,0.3515625,4.51171875
834,21:30.5,71,923,0.346679688,4.506835938
835,21:30.5,71,921,0.346679688,4.497070313
836,21:30.5,72,921,0.3515625,4.497070313
837,21:30.5,71,922,0.346679688,4.501953125
838,21:30.5,70,922,0.341796875,4.501953125
839,21:30.5,70,921,0.341796875,4.497070313
840,21:30.5,73,916,0.356445313,4.47265625
841,21:30.5,68,923,0.33203125,4.506835938
842,21:30.5,70,923,0.341796875,4.506835938
843,21:30.5,70,924,0.341796875,4.51171875
844,21:30.5,69,925,0.336914063,4.516601563
845,21:30.5,69,924,0.336914063,4.51171875
846,21:30.5,69,922,0.336914063,4.501953125
847,21:30.5,68,922,0.33203125,4.501953125
848,21:30.5,67,922,0.327148438,4.501953125
849,21:30.5,66,922,0.322265625,4.501953125
850,21:30.5,67,921,0.327148438,4.497070313
851,21:30.5,65,923,0.317382813,4.506835938
852,21:30.5,64,923,0.3125,4.506835938
853,21:30.5,64,923,0.3125,4.506835938
854,21:30.5,65,924,0.317382813,4.51171875
855,21:30.5,64,923,0.3125,4.506835938
856,21:30.6,64,924,0.3125,4.51171875
857,21:30.6,64,918,0.3125,4.482421875
858,21:30.6,64,921,0.3125,4.497070313
859,21:30.6,63,922,0.307617188,4.501953125
860,21:30.6,62,921,0.302734375,4.497070313
861,21:30.6,63,923,0.307617188,4.506835938
862,21:30.6,64,923,0.3125,4.506835938
863,21:30.6,64,924,0.3125,4.51171875
864,21:30.6,63,924,0.307617188,4.51171875
865,21:30.6,63,924,0.307617188,4.51171875
866,21:30.6,64,923,0.3125,4.506835938
867,21:30.6,64,922,0.3125,4.501953125
868,21:30.6,63,921,0.307617188,4.497070313
869,21:30.6,61,922,0.297851563,4.501953125
870,21:30.6,60,924,0.29296875,4.51171875
871,21:30.6,61,921,0.297851563,4.497070313
872,21:30.6,60,924,0.29296875,4.51171875
873,21:30.6,59,923,0.288085938,4.506835938
874,21:30.6,60,923,0.29296875,4.506835938
875,21:30.6,60,924,0.29296875,4.51171875
876,21:30.6,59,922,0.288085938,4.501953125
877,21:30.6,59,924,0.288085938,4.51171875
878,21:30.6,59,921,0.288085938,4.497070313
879,21:30.6,59,921,0.288085938,4.497070313
880,21:30.6,58,922,0.283203125,4.501953125
881,21:30.6,57,922,0.278320313,4.501953125
882,21:30.6,58,922,0.283203125,4.501953125
883,21:30.6,57,923,0.278320313,4.506835938
884,21:30.6,57,923,0.278320313,4.506835938
885,21:30.6,58,923,0.283203125,4.506835938
886,21:30.7,59,924,0.288085938,4.51171875
887,21:30.7,60,923,0.29296875,4.506835938
888,21:30.7,61,906,0.297851563,4.423828125
889,21:30.7,60,922,0.29296875,4.501953125
890,21:30.7,60,922,0.29296875,4.501953125
891,21:30.7,58,924,0.283203125,4.51171875
892,21:30.7,59,921,0.288085938,4.497070313
893,21:30.7,60,919,0.29296875,4.487304688
894,21:30.7,57,924,0.278320313,4.51171875
895,21:30.7,58,923,0.283203125,4.506835938
896,21:30.7,59,923,0.288085938,4.506835938
897,21:30.7,59,924,0.288085938,4.51171875
898,21:30.7,61,923,0.297851563,4.506835938
899,21:30.7,60,922,0.29296875,4.501953125
900,21:30.7,60,922,0.29296875,4.501953125
901,21:30.7,58,922,0.283203125,4.501953125
902,21:30.7,57,922,0.278320313,4.501953125
903,21:30.7,59,921,0.288085938,4.497070313
904,21:30.7,57,923,0.278320313,4.506835938
905,21:30.7,59,923,0.288085938,4.506835938
906,21:30.7,60,923,0.29296875,4.506835938
907,21:30.7,60,923,0.29296875,4.506835938
908,21:30.7,60,923,0.29296875,4.506835938
909,21:30.7,62,923,0.302734375,4.506835938
910,21:30.7,61,922,0.297851563,4.501953125
911,21:30.7,60,924,0.29296875,4.51171875
912,21:30.7,60,924,0.29296875,4.51171875
913,21:30.7,63,917,0.307617188,4.477539063
914,21:30.7,61,922,0.297851563,4.501953125
915,21:30.7,60,923,0.29296875,4.506835938
916,21:30.8,62,923,0.302734375,4.506835938
917,21:30.8,62,925,0.302734375,4.516601563
918,21:30.8,62,923,0.302734375,4.506835938
919,21:30.8,63,923,0.307617188,4.506835938
920,21:30.8,64,921,0.3125,4.497070313
921,21:30.8,62,924,0.302734375,4.51171875
922,21:30.8,61,923,0.297851563,4.506835938
923,21:30.8,60,924,0.29296875,4.51171875
924,21:30.8,60,921,0.29296875,4.497070313
925,21:30.8,60,922,0.29296875,4.501953125
926,21:30.8,59,923,0.288085938,4.506835938
927,21:30.8,59,924,0.288085938,4.51171875
928,21:30.8,58,925,0.283203125,4.516601563
929,21:30.8,57,927,0.278320313,4.526367188
930,21:30.8,58,923,0.283203125,4.506835938
931,21:30.8,57,923,0.278320313,4.506835938
932,21:30.8,56,924,0.2734375,4.51171875
933,21:30.8,56,924,0.2734375,4.51171875
934,21:30.8,56,924,0.2734375,4.51171875
935,21:30.8,56,924,0.2734375,4.51171875
936,21:30.8,57,923,0.278320313,4.506835938
937,21:30.8,58,923,0.283203125,4.506835938
938,21:30.8,59,924,0.288085938,4.51171875
939,21:30.8,58,924,0.283203125,4.51171875
940,21:30.8,59,924,0.288085938,4.51171875
941,21:30.8,59,924,0.288085938,4.51171875
942,21:30.8,59,922,0.288085938,4.501953125
943,21:30.8,58,918,0.283203125,4.482421875
944,21:30.9,57,911,0.278320313,4.448242188
945,21:30.9,58,907,0.283203125,4.428710938
946,21:30.9,58,900,0.283203125,4.39453125
947,21:30.9,57,896,0.278320313,4.375
948,21:30.9,58,893,0.283203125,4.360351563
949,21:30.9,59,897,0.288085938,4.379882813
950,21:30.9,59,906,0.288085938,4.423828125
951,21:30.9,60,900,0.29296875,4.39453125
952,21:30.9,60,897,0.29296875,4.379882813
953,21:30.9,62,900,0.302734375,4.39453125
954,21:30.9,64,902,0.3125,4.404296875
955,21:30.9,64,902,0.3125,4.404296875
956,21:30.9,65,890,0.317382813,4.345703125
957,21:30.9,65,883,0.317382813,4.311523438
958,21:30.9,68,871,0.33203125,4.252929688
959,21:30.9,71,854,0.346679688,4.169921875
960,21:30.9,72,847,0.3515625,4.135742188
961,21:30.9,72,849,0.3515625,4.145507813
962,21:30.9,72,841,0.3515625,4.106445313
963,21:30.9,72,836,0.3515625,4.08203125
964,21:30.9,70,836,0.341796875,4.08203125
965,21:30.9,69,839,0.336914063,4.096679688
966,21:30.9,73,843,0.356445313,4.116210938
967,21:30.9,68,839,0.33203125,4.096679688
968,21:30.9,67,833,0.327148438,4.067382813
969,21:30.9,69,826,0.336914063,4.033203125
970,21:30.9,68,827,0.33203125,4.038085938
971,21:30.9,68,846,0.33203125,4.130859375
972,21:30.9,68,866,0.33203125,4.228515625
973,21:30.9,73,876,0.356445313,4.27734375
974,21:30.9,68,883,0.33203125,4.311523438
975,21:31.0,67,878,0.327148438,4.287109375
976,21:31.0,65,872,0.317382813,4.2578125
977,21:31.0,67,886,0.327148438,4.326171875
978,21:31.0,65,891,0.317382813,4.350585938
979,21:31.0,66,889,0.322265625,4.340820313
980,21:31.0,67,879,0.327148438,4.291992188
981,21:31.0,67,874,0.327148438,4.267578125
982,21:31.0,66,876,0.322265625,4.27734375
983,21:31.0,66,874,0.322265625,4.267578125
984,21:31.0,66,876,0.322265625,4.27734375
985,21:31.0,65,877,0.317382813,4.282226563
986,21:31.0,64,880,0.3125,4.296875
987,21:31.0,65,883,0.317382813,4.311523438
988,21:31.0,64,887,0.3125,4.331054688
989,21:31.0,63,889,0.307617188,4.340820313
990,21:31.0,64,888,0.3125,4.3359375
991,21:31.0,66,892,0.322265625,4.35546875
992,21:31.0,66,902,0.322265625,4.404296875
993,21:31.0,66,918,0.322265625,4.482421875
994,21:31.0,66,924,0.322265625,4.51171875
995,21:31.0,66,922,0.322265625,4.501953125
996,21:31.0,64,922,0.3125,4.501953125
997,21:31.0,63,904,0.307617188,4.4140625
998,21:31.0,64,921,0.3125,4.497070313
999,21:31.0,64,923,0.3125,4.506835938
