,Waktu,Pipi,Alis
0,25:58.6,280,300
1,25:59.1,281,297
2,25:59.1,280,302
3,25:59.1,278,305
4,25:59.1,277,304
5,25:59.1,277,303
6,25:59.1,277,302
7,25:59.1,277,300
8,25:59.1,275,299
9,25:59.1,274,298
10,25:59.1,272,299
11,25:59.1,271,300
12,25:59.1,270,301
13,25:59.1,269,303
14,25:59.1,268,303
15,25:59.1,266,302
16,25:59.1,265,299
17,25:59.1,264,299
18,25:59.2,262,300
19,25:59.2,261,305
20,25:59.2,272,306
21,25:59.2,289,304
22,25:59.2,296,303
23,25:59.2,297,301
24,25:59.2,315,302
25,25:59.2,332,300
26,25:59.2,342,300
27,25:59.2,344,302
28,25:59.2,341,302
29,25:59.2,338,300
30,25:59.2,337,296
31,25:59.2,333,294
32,25:59.2,330,295
33,25:59.2,331,296
34,25:59.2,329,294
35,25:59.2,327,291
36,25:59.2,327,289
37,25:59.2,328,288
38,25:59.2,324,285
39,25:59.2,322,283
40,25:59.2,318,286
41,25:59.2,314,296
42,25:59.2,311,303
43,25:59.3,307,304
44,25:59.3,304,304
45,25:59.3,304,310
46,25:59.3,303,318
47,25:59.3,301,319
48,25:59.3,298,322
49,25:59.3,295,326
50,25:59.3,296,328
51,25:59.3,293,325
52,25:59.3,291,332
53,25:59.3,290,343
54,25:59.3,288,350
55,25:59.3,286,350
56,25:59.3,286,346
57,25:59.3,287,343
58,25:59.3,288,340
59,25:59.3,285,338
60,25:59.3,282,341
61,25:59.3,281,345
62,25:59.3,280,347
63,25:59.3,279,347
64,25:59.3,286,345
65,25:59.3,293,347
66,25:59.3,296,353
67,25:59.4,295,355
68,25:59.4,296,353
69,25:59.4,293,358
70,25:59.4,292,365
71,25:59.4,294,373
72,25:59.4,295,376
73,25:59.4,294,376
74,25:59.4,292,371
75,25:59.4,289,368
76,25:59.4,291,364
77,25:59.4,292,361
78,25:59.4,290,362
79,25:59.4,289,362
80,25:59.4,290,365
81,25:59.4,287,363
82,25:59.4,288,360
83,25:59.4,293,357
84,25:59.4,297,353
85,25:59.4,298,353
86,25:59.4,300,351
87,25:59.4,301,350
88,25:59.4,298,347
89,25:59.4,300,343
90,25:59.4,303,342
91,25:59.4,303,342
92,25:59.4,301,339
93,25:59.4,297,339
94,25:59.4,294,337
95,25:59.5,294,339
96,25:59.5,294,341
97,25:59.5,291,338
98,25:59.5,290,338
99,25:59.5,291,336
100,25:59.5,294,333
101,25:59.5,295,331
102,25:59.5,294,327
103,25:59.5,292,328
104,25:59.5,295,329
105,25:59.5,295,326
106,25:59.5,294,325
107,25:59.5,291,325
108,25:59.5,291,324
