,Waktu,Pipi,Alis
0,28:31.3,144,155
1,28:31.8,142,155
2,28:31.8,143,155
3,28:31.8,142,151
4,28:31.8,141,156
5,28:31.8,142,153
6,28:31.9,143,152
7,28:31.9,143,156
8,28:31.9,144,152
9,28:31.9,145,152
10,28:31.9,146,156
11,28:31.9,146,149
12,28:31.9,145,154
13,28:31.9,145,156
14,28:31.9,144,149
15,28:31.9,143,155
16,28:31.9,141,152
17,28:31.9,140,155
18,28:31.9,141,154
19,28:31.9,142,151
20,28:31.9,141,156
21,28:31.9,142,150
22,28:31.9,142,156
23,28:31.9,141,152
24,28:31.9,140,154
25,28:31.9,138,155
26,28:31.9,139,150
27,28:31.9,143,156
28,28:31.9,143,151
29,28:31.9,142,155
30,28:31.9,143,153
31,28:31.9,145,153
32,28:32.0,147,155
33,28:32.0,146,150
34,28:32.0,145,156
35,28:32.0,143,151
36,28:32.0,142,155
37,28:32.0,143,153
38,28:32.0,142,153
39,28:32.0,143,156
40,28:32.0,144,150
41,28:32.0,143,156
42,28:32.0,142,152
43,28:32.0,140,154
44,28:32.0,138,153
45,28:32.0,141,152
46,28:32.0,143,156
47,28:32.0,143,150
48,28:32.0,142,155
49,28:32.0,144,153
50,28:32.0,146,154
51,28:32.0,146,154
52,28:32.0,145,150
53,28:32.0,143,156
54,28:32.0,141,151
55,28:32.1,141,155
56,28:32.1,142,153
57,28:32.1,141,153
58,28:32.1,142,155
59,28:32.1,142,149
60,28:32.1,141,156
61,28:32.1,140,151
62,28:32.1,138,155
63,28:32.1,138,154
64,28:32.1,143,152
65,28:32.1,143,156
66,28:32.1,141,150
67,28:32.1,143,156
68,28:32.1,145,152
69,28:32.1,146,154
70,28:32.1,145,154
71,28:32.1,143,152
72,28:32.1,141,156
73,28:32.1,140,150
74,28:32.1,141,156
75,28:32.1,141,152
76,28:32.1,142,154
77,28:32.1,142,155
78,28:32.1,143,150
79,28:32.1,141,156
80,28:32.1,139,151
81,28:32.1,137,155
82,28:32.2,140,153
83,28:32.2,143,153
84,28:32.2,141,156
85,28:32.2,141,149
86,28:32.2,142,157
87,28:32.2,144,151
88,28:32.2,144,154
89,28:32.2,144,153
90,28:32.2,142,152
91,28:32.2,140,156
92,28:32.2,140,149
93,28:32.2,141,156
94,28:32.2,140,151
95,28:32.2,141,154
96,28:32.2,142,154
97,28:32.2,141,151
98,28:32.2,139,157
99,28:32.2,138,150
100,28:32.2,138,156
101,28:32.2,141,152
102,28:32.2,140,154
103,28:32.2,139,155
104,28:32.2,141,150
105,28:32.2,144,156
106,28:32.3,145,151
107,28:32.3,144,155
108,28:32.3,142,153
109,28:32.3,140,153
110,28:32.3,139,155
111,28:32.3,140,149
112,28:32.3,140,156
113,28:32.3,141,151
114,28:32.3,142,155
115,28:32.3,142,154
116,28:32.3,141,152
117,28:32.3,139,156
118,28:32.3,138,149
119,28:32.3,141,156
120,28:32.3,144,151
121,28:32.3,143,155
122,28:32.3,142,154
123,28:32.3,144,152
124,28:32.3,146,156
125,28:32.3,146,150
126,28:32.3,145,156
127,28:32.3,143,152
128,28:32.3,141,153
129,28:32.3,141,154
130,28:32.3,143,150
131,28:32.3,141,156
132,28:32.3,142,150
133,28:32.4,142,155
134,28:32.4,140,152
135,28:32.4,138,153
136,28:32.4,136,155
137,28:32.4,136,149
138,28:32.4,139,156
139,28:32.4,140,151
140,28:32.4,138,155
141,28:32.4,140,153
142,28:32.4,142,153
143,28:32.4,143,156
144,28:32.4,142,150
145,28:32.4,140,156
146,28:32.4,138,152
147,28:32.4,137,155
148,28:32.4,139,154
149,28:32.4,139,152
150,28:32.4,139,156
151,28:32.4,140,150
152,28:32.4,139,156
153,28:32.4,138,152
154,28:32.4,136,154
155,28:32.4,135,154
156,28:32.4,138,151
157,28:32.5,140,156
158,28:32.5,139,150
159,28:32.5,139,156
160,28:32.5,140,152
161,28:32.5,143,154
162,28:32.5,143,154
163,28:32.5,142,149
164,28:32.5,140,156
165,28:32.5,138,151
166,28:32.5,138,155
167,28:32.5,140,153
168,28:32.5,139,152
169,28:32.5,140,156
170,28:32.5,141,150
171,28:32.5,140,156
172,28:32.5,138,152
173,28:32.5,136,155
174,28:32.5,135,153
175,28:32.5,140,151
176,28:32.5,140,156
177,28:32.5,139,150
178,28:32.5,140,156
179,28:32.5,142,152
180,28:32.5,143,154
181,28:32.5,143,154
182,28:32.5,141,151
183,28:32.5,139,156
184,28:32.5,137,150
185,28:32.5,139,156
186,28:32.6,139,152
187,28:32.6,139,153
188,28:32.6,140,155
189,28:32.6,140,149
190,28:32.6,139,156
191,28:32.6,138,151
192,28:32.6,137,155
193,28:32.6,139,152
194,28:32.6,141,153
195,28:32.6,140,155
196,28:32.6,141,150
197,28:32.6,142,156
198,28:32.6,144,151
199,28:32.6,144,154
200,28:32.6,143,152
201,28:32.6,141,152
