,Pipi,Alis
0,2.81738,0.05371
1,2.82715,0.058589999999999996
2,2.78809,0.058589999999999996
3,2.76855,0.058589999999999996
4,2.79297,0.058589999999999996
5,2.84668,0.058589999999999996
6,2.85645,0.05371
7,2.80762,0.05371
8,2.79785,0.05371
9,2.84668,0.05371
10,2.85645,0.05371
11,2.8125,0.05371
12,2.78809,0.058589999999999996
13,2.8418,0.05371
14,2.87109,0.05371
15,2.83203,0.05371
16,2.79785,0.05371
17,2.83203,0.05371
18,2.80762,0.05371
19,2.7734400000000003,0.058589999999999996
20,2.7441400000000002,0.058589999999999996
21,2.7734400000000003,0.05371
22,2.87109,0.05371
23,2.8759799999999998,0.05371
24,2.85645,0.05371
25,2.80762,0.05371
26,2.8662099999999997,0.05371
27,2.8613299999999997,0.05371
28,2.82227,0.05371
29,2.7734400000000003,0.058589999999999996
30,2.82227,0.05371
31,2.8613299999999997,0.05371
32,2.8515599999999997,0.05371
33,2.8418,0.05371
34,2.8418,0.05371
35,2.8759799999999998,0.058589999999999996
36,2.83203,0.058589999999999996
37,2.76855,0.05371
38,2.72949,0.05371
39,2.76855,0.05371
40,2.87109,0.05371
41,2.89062,0.05371
42,2.80762,0.05371
43,2.80762,0.05371
44,2.84668,0.05371
45,2.79785,0.05371
46,2.7636700000000003,0.05371
47,2.7636700000000003,0.058589999999999996
48,2.8613299999999997,0.05371
49,2.94434,0.05371
50,2.96387,0.05371
51,3.0224599999999997,0.05371
52,2.9834,0.058589999999999996
53,2.9834,0.058589999999999996
54,2.82715,0.05371
55,2.7734400000000003,0.05371
56,2.7050799999999997,0.058589999999999996
57,2.7832,0.05371
58,2.80273,0.05371
59,2.80762,0.058589999999999996
60,2.8515599999999997,0.058589999999999996
61,2.89062,0.058589999999999996
62,2.8613299999999997,0.058589999999999996
63,2.77832,0.05371
64,2.87109,0.05371
65,2.89062,0.058589999999999996
66,2.9003900000000002,0.058589999999999996
67,2.9199200000000003,0.058589999999999996
68,2.9248,0.058589999999999996
