,Pipi,Alis
0,4.70215,1.55273
1,4.70215,1.5820299999999998
2,4.7070300000000005,1.55273
3,4.7070300000000005,1.5283200000000001
4,4.7070300000000005,1.51855
5,4.70215,1.55762
6,4.70215,1.58691
7,4.70215,1.55762
8,4.70215,1.5429700000000002
9,4.70215,1.5625
10,4.7070300000000005,1.56738
11,4.7070300000000005,1.53809
12,4.7070300000000005,1.51855
13,4.7070300000000005,1.54785
14,4.70215,1.5966799999999999
15,4.70215,1.6162100000000001
16,4.70215,1.57715
17,4.70215,1.55762
18,4.70215,1.58691
19,4.7070300000000005,1.56738
20,4.7070300000000005,1.55273
21,4.7070300000000005,1.5429700000000002
22,4.70215,1.57715
23,4.70215,1.61133
24,4.70215,1.5966799999999999
25,4.70215,1.57227
26,4.70215,1.57715
27,4.7070300000000005,1.5966799999999999
28,4.7070300000000005,1.55762
29,4.7070300000000005,1.5283200000000001
30,4.7070300000000005,1.5332
31,4.70215,1.5820299999999998
32,4.70215,1.60645
33,4.69727,1.57227
34,4.70215,1.54785
35,4.70215,1.56738
36,4.7070300000000005,1.56738
37,4.7070300000000005,1.54785
38,4.7070300000000005,1.51855
39,4.7070300000000005,1.53809
40,4.70215,1.57715
41,4.70215,1.5820299999999998
42,4.70215,1.5625
43,4.70215,1.55273
44,4.7070300000000005,1.5820299999999998
45,4.7070300000000005,1.54785
46,4.7070300000000005,1.5283200000000001
47,4.7070300000000005,1.52344
48,4.70215,1.57227
49,4.70215,1.6162100000000001
50,4.70215,1.5918
51,4.70215,1.5625
52,4.70215,1.56738
53,4.7070300000000005,1.5966799999999999
54,4.7070300000000005,1.57227
55,4.7070300000000005,1.54785
56,4.7070300000000005,1.55273
57,4.70215,1.5918
58,4.70215,1.62598
59,4.70215,1.5918
60,4.70215,1.56738
61,4.70215,1.5966799999999999
62,4.7070300000000005,1.57715
63,4.7070300000000005,1.5429700000000002
64,4.7070300000000005,1.52344
65,4.70215,1.55762
66,4.70215,1.60156
67,4.70215,1.60156
68,4.70215,1.5625
69,4.70215,1.54785
70,4.7070300000000005,1.58691
71,4.7070300000000005,1.55762
72,4.7070300000000005,1.53809
73,4.7070300000000005,1.52344
74,4.70215,1.56738
75,4.70215,1.60156
76,4.70215,1.58691
77,4.70215,1.55762
78,4.70215,1.55762
79,4.7070300000000005,1.57715
80,4.7070300000000005,1.5429700000000002
81,4.7070300000000005,1.52344
82,4.7070300000000005,1.5429700000000002
83,4.70215,1.5966799999999999
84,4.70215,1.61133
85,4.70215,1.57715
86,4.70215,1.55762
87,4.70215,1.58691
88,4.7070300000000005,1.57715
89,4.7070300000000005,1.55273
90,4.7070300000000005,1.5332
91,4.7070300000000005,1.5820299999999998
92,4.70215,1.6162100000000001
93,4.70215,1.6162100000000001
94,4.70215,1.5820299999999998
95,4.70215,1.55762
96,4.70215,1.58691
97,4.7070300000000005,1.55762
98,4.7070300000000005,1.5429700000000002
99,4.7070300000000005,1.57227
100,4.70215,1.6748
101,4.70215,1.7382799999999998
102,4.70215,1.7431599999999998
103,4.70215,1.7529299999999999
104,4.70215,1.7871099999999998
105,4.7070300000000005,1.87988
106,4.7070300000000005,1.96777
107,4.7070300000000005,2.04102
108,4.7070300000000005,2.06055
109,4.70215,2.05078
110,4.70215,1.9921900000000001
111,4.70215,1.88477
112,4.70215,1.8066400000000002
113,4.70215,1.7871099999999998
114,4.7070300000000005,1.7431599999999998
115,4.7070300000000005,1.6845700000000001
116,4.7070300000000005,1.63086
117,4.70215,1.6455099999999998
118,4.70215,1.66992
119,4.70215,1.6796900000000001
120,4.70215,1.6601599999999999
121,4.7070300000000005,1.66992
122,4.7070300000000005,1.7041
123,4.7070300000000005,1.6601599999999999
124,4.7070300000000005,1.6162100000000001
125,4.7070300000000005,1.5966799999999999
126,4.70215,1.62598
127,4.70215,1.66504
128,4.70215,1.66504
129,4.69727,1.65527
130,4.70215,1.6796900000000001
131,4.7070300000000005,1.66992
132,4.7070300000000005,1.62109
133,4.7070300000000005,1.56738
134,4.7070300000000005,1.5918
135,4.70215,1.62598
136,4.70215,1.6455099999999998
137,4.70215,1.6162100000000001
138,4.70215,1.60156
139,4.70215,1.64063
140,4.7070300000000005,1.61133
141,4.7070300000000005,1.57227
142,4.7070300000000005,1.5429700000000002
143,4.70215,1.57227
144,4.70215,1.60645
145,4.70215,1.62109
146,4.70215,1.5820299999999998
147,4.70215,1.57715
148,4.70215,1.60645
149,4.7070300000000005,1.56738
150,4.7070300000000005,1.5429700000000002
151,4.7070300000000005,1.55273
152,4.70215,1.5966799999999999
153,4.70215,1.62598
154,4.70215,1.5966799999999999
155,4.70215,1.56738
156,4.70215,1.60156
157,4.7070300000000005,1.61133
158,4.7070300000000005,1.57227
159,4.7070300000000005,1.54785
160,4.7070300000000005,1.56738
161,4.69727,1.61133
162,4.70215,1.64063
163,4.70215,1.60645
164,4.70215,1.57715
165,4.70215,1.5820299999999998
166,4.7070300000000005,1.5820299999999998
167,4.7070300000000005,1.64063
168,4.7070300000000005,1.6943400000000002
169,4.70215,1.7382799999999998
170,4.70215,1.72852
171,4.70215,1.6845700000000001
172,4.70215,1.63086
173,4.70215,1.62598
174,4.7070300000000005,1.6455099999999998
175,4.7070300000000005,1.60156
176,4.7070300000000005,1.5625
177,4.7070300000000005,1.54785
178,4.70215,1.58691
179,4.70215,1.62598
180,4.70215,1.5966799999999999
181,4.70215,1.56738
182,4.70215,1.5918
183,4.7070300000000005,1.58691
184,4.7070300000000005,1.5625
185,4.7070300000000005,1.53809
186,4.70215,1.5625
187,4.70215,1.60156
188,4.70215,1.6162100000000001
189,4.70215,1.5966799999999999
190,4.70215,1.58691
191,4.7070300000000005,1.62598
192,4.7070300000000005,1.5966799999999999
193,4.7070300000000005,1.56738
194,4.7070300000000005,1.55273
195,4.70215,1.5918
196,4.70215,1.64063
197,4.70215,1.62598
198,4.70215,1.5966799999999999
199,4.70215,1.60156
200,4.7070300000000005,1.62598
201,4.7070300000000005,1.58691
202,4.7070300000000005,1.5625
203,4.7070300000000005,1.56738
204,4.70215,1.60156
205,4.70215,1.63086
206,4.70215,1.5918
207,4.7070300000000005,1.56738
208,4.70215,1.5918
209,4.7070300000000005,1.5820299999999998
210,4.7070300000000005,1.55762
211,4.7070300000000005,1.5332
212,4.70215,1.58691
213,4.70215,1.64063
214,4.70215,1.66992
215,4.70215,1.63574
216,4.70215,1.60645
217,4.7070300000000005,1.6455099999999998
218,4.7070300000000005,1.64063
219,4.7070300000000005,1.6162100000000001
220,4.7070300000000005,1.60156
221,4.70215,1.62598
222,4.70215,1.6455099999999998
223,4.70215,1.62598
224,4.70215,1.60645
225,4.7070300000000005,1.62598
226,4.7070300000000005,1.6503900000000002
227,4.7070300000000005,1.60645
228,4.7070300000000005,1.57227
229,4.7070300000000005,1.5820299999999998
230,4.70215,1.63086
231,4.70215,1.66504
232,4.70215,1.62598
233,4.70215,1.60645
234,4.7070300000000005,1.63086
235,4.7070300000000005,1.61133
236,4.7070300000000005,1.5820299999999998
237,4.7070300000000005,1.55273
238,4.7070300000000005,1.57715
239,4.70215,1.64063
240,4.70215,1.64063
241,4.7070300000000005,1.60645
242,4.70215,1.60156
243,4.7070300000000005,1.62109
244,4.7070300000000005,1.5820299999999998
245,4.7070300000000005,1.54785
246,4.7070300000000005,1.53809
247,4.70215,1.5820299999999998
248,4.70215,1.62109
249,4.70215,1.60645
250,4.70215,1.57715
251,4.70215,1.58691
252,4.7070300000000005,1.60645
253,4.7070300000000005,1.57715
254,4.7070300000000005,1.55273
255,4.7070300000000005,1.57227
256,4.70215,1.61133
257,4.70215,1.63574
258,4.70215,1.5918
259,4.70215,1.58691
260,4.70215,1.61133
261,4.7070300000000005,1.60156
262,4.7070300000000005,1.56738
263,4.7070300000000005,1.55273
264,4.70215,1.5820299999999998
265,4.70215,1.63086
266,4.70215,1.62598
267,4.70215,1.5820299999999998
268,4.70215,1.57227
269,4.70215,1.60156
270,4.7070300000000005,1.57227
271,4.7070300000000005,1.55273
272,4.7070300000000005,1.55273
273,4.70215,1.58691
274,4.70215,1.6162100000000001
275,4.70215,1.58691
276,4.70215,1.56738
277,4.70215,1.57715
278,4.7070300000000005,1.5918
279,4.7070300000000005,1.55762
280,4.7070300000000005,1.5332
281,4.70215,1.5625
282,4.70215,1.60645
283,4.70215,1.6455099999999998
284,4.70215,1.5966799999999999
285,4.70215,1.57227
286,4.70215,1.5918
287,4.7070300000000005,1.58691
288,4.7070300000000005,1.56738
289,4.70215,1.55762
290,4.7070300000000005,1.58691
291,4.70215,1.6162100000000001
292,4.70215,1.61133
293,4.70215,1.5820299999999998
294,4.70215,1.5820299999999998
295,4.7070300000000005,1.6162100000000001
296,4.7070300000000005,1.57715
297,4.7070300000000005,1.55273
298,4.7070300000000005,1.55273
299,4.70215,1.5966799999999999
300,4.70215,1.63086
301,4.70215,1.5966799999999999
302,4.70215,1.56738
303,4.70215,1.57715
304,4.7070300000000005,1.58691
305,4.7070300000000005,1.5625
306,4.7070300000000005,1.53809
307,4.7070300000000005,1.55762
308,4.70215,1.5966799999999999
309,4.70215,1.6162100000000001
310,4.70215,1.58691
311,4.70215,1.57227
312,4.70215,1.60645
313,4.7070300000000005,1.5820299999999998
314,4.7070300000000005,1.55762
315,4.7070300000000005,1.54785
316,4.70215,1.58691
317,4.70215,1.62598
318,4.70215,1.6162100000000001
319,4.70215,1.5918
320,4.70215,1.5820299999999998
321,4.70215,1.6162100000000001
322,4.7070300000000005,1.57227
323,4.7070300000000005,1.54785
324,4.7070300000000005,1.54785
325,4.70215,1.5918
326,4.70215,1.62109
327,4.70215,1.5918
328,4.70215,1.56738
329,4.70215,1.5820299999999998
330,4.71191,1.5820299999999998
331,4.7070300000000005,1.55762
332,4.7070300000000005,1.5332
333,4.70215,1.55762
334,4.70215,1.60156
335,4.70215,1.6162100000000001
336,4.70215,1.58691
337,4.70215,1.56738
338,4.70215,1.60156
339,4.7070300000000005,1.5820299999999998
340,4.7070300000000005,1.57227
341,4.7070300000000005,1.55762
342,4.70215,1.5966799999999999
343,4.70215,1.6162100000000001
344,4.70215,1.60156
345,4.70215,1.56738
346,4.70215,1.56738
347,4.7070300000000005,1.60156
348,4.7070300000000005,1.55762
349,4.7070300000000005,1.5332
350,4.7070300000000005,1.53809
351,4.70215,1.5918
352,4.70215,1.62109
353,4.70215,1.5820299999999998
354,4.70215,1.55273
355,4.70215,1.5820299999999998
356,4.7070300000000005,1.57715
