,Pipi,Alis
0,3.26172,4.69727
1,3.2421900000000003,4.69727
2,3.1884799999999998,4.69727
3,3.22266,4.70215
4,3.25195,4.70215
5,3.20313,4.70215
6,3.15918,4.70215
7,3.18359,4.69727
8,3.25195,4.69727
9,3.26172,4.69727
10,3.20801,4.69727
11,3.1787099999999997,4.69727
12,3.25195,4.70215
13,3.2373,4.70215
14,3.18359,4.70215
15,3.15918,4.69727
16,3.2177700000000002,4.69727
17,3.27148,4.69727
18,3.24707,4.69727
19,3.1787099999999997,4.69727
20,3.1738299999999997,4.69727
21,3.2324200000000003,4.70215
22,3.22266,4.70215
23,3.1738299999999997,4.70215
24,3.1738299999999997,4.69727
25,3.25195,4.69727
26,3.2666,4.69727
27,3.2177700000000002,4.69727
28,3.1640599999999997,4.69727
29,3.20801,4.70215
30,3.2324200000000003,4.70215
31,3.1787099999999997,4.70215
32,3.13965,4.69727
33,3.1738299999999997,4.69727
34,3.2421900000000003,4.69727
35,3.24707,4.69727
36,3.20313,4.69727
37,3.1640599999999997,4.69727
38,3.22266,4.70215
39,3.2275400000000003,4.70215
40,3.1738299999999997,4.70215
41,3.14941,4.69727
42,3.1933599999999998,4.69727
43,3.2421900000000003,4.69727
44,3.2373,4.69727
45,3.1884799999999998,4.69727
46,3.20313,4.70215
47,3.24707,4.70215
48,3.2128900000000002,4.70215
49,3.15918,4.70215
50,3.15918,4.69727
51,3.2275400000000003,4.69727
52,3.25684,4.69727
53,3.2177700000000002,4.69727
54,3.1787099999999997,4.69727
55,3.2177700000000002,4.70215
56,3.2421900000000003,4.70215
57,3.1933599999999998,4.70215
58,3.14453,4.70215
59,3.1738299999999997,4.69727
60,3.2421900000000003,4.69727
61,3.26172,4.69727
62,3.2128900000000002,4.69727
63,3.1787099999999997,4.70215
64,3.2373,4.70215
65,3.2177700000000002,4.70215
66,3.15918,4.70215
67,3.125,4.69727
68,3.18359,4.69727
69,3.25195,4.69727
70,3.26172,4.69727
71,3.2128900000000002,4.69727
72,3.20801,4.70215
73,3.25195,4.70215
74,3.2128900000000002,4.70215
75,3.14941,4.70215
76,3.14941,4.69727
77,3.20801,4.69727
78,3.2373,4.69727
79,3.20801,4.69727
80,3.1738299999999997,4.69727
81,3.2128900000000002,4.70215
82,3.2421900000000003,4.70215
83,3.18359,4.70215
84,3.12988,4.69727
85,3.1543,4.69727
86,3.2177700000000002,4.69727
87,3.22266,4.69727
88,3.1884799999999998,4.69727
89,3.15918,4.70215
90,3.2275400000000003,4.70215
91,3.2177700000000002,4.70215
92,3.14453,4.70215
93,3.11523,4.69727
94,3.1738299999999997,4.69727
95,3.2324200000000003,4.69727
96,3.20801,4.69727
97,3.16895,4.69727
98,3.16895,4.70215
99,3.2324200000000003,4.70215
100,3.2177700000000002,4.70215
101,3.1543,4.69727
102,3.1543,4.69727
103,3.2324200000000003,4.69727
104,3.2666,4.69727
105,3.22266,4.69727
106,3.18359,4.70215
107,3.2128900000000002,4.70215
108,3.2324200000000003,4.70215
109,3.18359,4.70215
110,3.13477,4.69727
111,3.1640599999999997,4.69727
112,3.2373,4.69727
113,3.25195,4.69727
