,Pipi,Alis
0,4.7070300000000005,1.43555
1,4.7070300000000005,1.41113
2,4.7070300000000005,1.40137
3,4.70215,1.4404299999999999
4,4.70215,1.46973
5,4.70215,1.45508
6,4.70215,1.43555
7,4.70215,1.44531
8,4.7070300000000005,1.4599600000000001
9,4.7070300000000005,1.4257799999999998
10,4.7070300000000005,1.40625
11,4.70215,1.43066
12,4.70215,1.46973
13,4.70215,1.47949
14,4.70215,1.45508
15,4.70215,1.4404299999999999
16,4.70215,1.47461
17,4.70215,1.45508
18,4.7070300000000005,1.4404299999999999
19,4.7070300000000005,1.4209
20,4.70215,1.46484
21,4.70215,1.49902
22,4.70215,1.48438
23,4.70215,1.4599600000000001
24,4.70215,1.4502
25,4.7070300000000005,1.47461
26,4.7070300000000005,1.4404299999999999
27,4.7070300000000005,1.4209
28,4.7070300000000005,1.4209
29,4.70215,1.4599600000000001
30,4.70215,1.47949
31,4.70215,1.4502
32,4.70215,1.4257799999999998
33,4.70215,1.4502
34,4.7070300000000005,1.44531
35,4.7070300000000005,1.4209
36,4.7070300000000005,1.40137
37,4.7070300000000005,1.4209
38,4.70215,1.46484
39,4.70215,1.47461
40,4.70215,1.45508
41,4.70215,1.4404299999999999
42,4.7070300000000005,1.47461
43,4.7070300000000005,1.45508
44,4.7070300000000005,1.44531
45,4.7070300000000005,1.44531
46,4.70215,1.49414
47,4.70215,1.52344
48,4.70215,1.50391
49,4.69727,1.47461
50,4.70215,1.47949
51,4.7070300000000005,1.5087899999999999
52,4.7070300000000005,1.48438
53,4.7070300000000005,1.45508
54,4.7070300000000005,1.46973
55,4.70215,1.48926
56,4.70215,1.50391
57,4.70215,1.48438
58,4.7070300000000005,1.4599600000000001
59,4.70215,1.48438
60,4.7070300000000005,1.46484
61,4.7070300000000005,1.44531
62,4.7070300000000005,1.4209
63,4.70215,1.4599600000000001
64,4.70215,1.49414
65,4.70215,1.49414
66,4.70215,1.4502
67,4.70215,1.4404299999999999
68,4.70215,1.47461
69,4.7070300000000005,1.4502
70,4.7070300000000005,1.43066
71,4.7070300000000005,1.43555
72,4.70215,1.46973
73,4.70215,1.49902
74,4.70215,1.48926
75,4.70215,1.46973
76,4.70215,1.48438
77,4.7070300000000005,1.48438
78,4.7070300000000005,1.4599600000000001
79,4.7070300000000005,1.44531
80,4.70215,1.47949
81,4.69727,1.52344
82,4.70215,1.5283200000000001
83,4.70215,1.48926
84,4.70215,1.47461
85,4.7070300000000005,1.51367
86,4.7070300000000005,1.48926
87,4.7070300000000005,1.46484
88,4.7070300000000005,1.44531
89,4.70215,1.48438
90,4.70215,1.5087899999999999
91,4.70215,1.49902
92,4.70215,1.4599600000000001
93,4.70215,1.45508
94,4.7070300000000005,1.47461
95,4.7070300000000005,1.44531
96,4.7070300000000005,1.43066
97,4.7070300000000005,1.44531
98,4.70215,1.48438
99,4.70215,1.50391
100,4.70215,1.47461
101,4.70215,1.45508
102,4.70215,1.48438
103,4.7070300000000005,1.48438
104,4.7070300000000005,1.46484
105,4.7070300000000005,1.4404299999999999
106,4.7070300000000005,1.46973
107,4.70215,1.49902
108,4.70215,1.51367
109,4.70215,1.48438
110,4.70215,1.47949
111,4.7070300000000005,1.51367
112,4.7070300000000005,1.47461
113,4.7070300000000005,1.46484
114,4.7070300000000005,1.4599600000000001
115,4.70215,1.5087899999999999
116,4.70215,1.5332
117,4.70215,1.5087899999999999
118,4.70215,1.47949
119,4.70215,1.50391
120,4.7070300000000005,1.51367
121,4.7070300000000005,1.47949
122,4.7070300000000005,1.4404299999999999
123,4.7070300000000005,1.4599600000000001
124,4.70215,1.49902
125,4.70215,1.51855
126,4.70215,1.48438
127,4.70215,1.46973
128,4.70215,1.49902
129,4.7070300000000005,1.47949
130,4.7070300000000005,1.45508
131,4.7070300000000005,1.4502
132,4.70215,1.48926
133,4.70215,1.51855
134,4.70215,1.5087899999999999
135,4.70215,1.46973
136,4.70215,1.47949
137,4.7070300000000005,1.51367
138,4.7070300000000005,1.47949
139,4.7070300000000005,1.4502
140,4.7070300000000005,1.45508
141,4.70215,1.49902
142,4.70215,1.5283200000000001
143,4.70215,1.5087899999999999
144,4.70215,1.47949
145,4.69727,1.50391
146,4.7070300000000005,1.49902
147,4.7070300000000005,1.46973
148,4.7070300000000005,1.4502
